"IdLink","channel_name","active","LinkID","SrcDetectorId","SrcLatitude","SrcLongitude","DestDetectorId","DestLatitude","DestLongitude","LinkName","RouteDirectionName","SrcChannelId","DestChannelId","LineDistance_m","last_poll_time"
1,"Saint-Michel-Industriel",1,"LCh_10-16","10","45,5760283333333","-73,6364616666667","16","45,564785","-73,6449433333333","Charland:Saint-Michel a Papineau","O",11,17,1410,2019-07-02 18:44:59
2,"Papineau-charland",1,"LCh_16-10","16","45,564785","-73,6449433333333","10","45,5760283333333","-73,6364616666667","Charland:Papineau a Saint-Michel","N",17,11,1414,2019-07-02 18:44:58
3,"Papineau-Henri-Bourassa",1,"LHB_15-20","15","45,5702683333333","-73,6588066666667","20","45,555365","-73,6683933333333","Henri-Bourassa:Papineau a Lajeunesse","O",16,21,1818,2019-07-02 18:44:57
4,"Henri-Bourassa-Lajeunesse",1,"LHB_20-15","20","45,555365","-73,6683933333333","15","45,5702683333333","-73,6588066666667","Henri-Bourassa:Lajeunesse a Papineau","N",21,16,1818,2019-02-15 13:56:37
5,"Henri-Bourassa-Lajeunesse",1,"LHB_20-21","20","45,555365","-73,6683933333333","21","45,5349866666667","-73,6807116666667","Henri_Bourassa:Lajeunesse a Bourassa-Acadie","O",21,22,2460,2019-02-15 13:56:37
6,"Henri-Bourassa-Acadie",1,"LHB_21-20","21","45,5349866666667","-73,6807116666667","20","45,555365","-73,6683933333333","Henri_Bourassa:Acadie a Bourassa-Lajeunesse","E",22,21,2460,2019-07-02 18:45:02
7,"Saint-Michel-Jean-Talon",1,"LJT_12-18","12","45,5588366666667","-73,5981883333333","18","45,5479416666667","-73,6069","Jean Talon:SaintMichel a Papineau","S",13,19,1388,2019-07-02 18:45:00
8,"Papineau-Jean-talon",1,"LJT_18-12","18","45,5479416666667","-73,6069","12","45,5588366666667","-73,5981883333333","JeanTalon:Papineau a Saint-Michel","N",19,13,1388,2019-07-02 18:45:02
9,"Papineau-Henri-Bourassa",1,"LPa_15-16","15","45,5702683333333","-73,6588066666667","16","45,564785","-73,6449433333333","Papineau:Henri-Bourassa a Charland","S",16,17,1240,2019-07-02 18:44:57
10,"Papineau-charland",1,"LPa_16-15","16","45,564785","-73,6449433333333","15","45,5702683333333","-73,6588066666667","Papineau: Charland a Henri-Bourassa","N",17,16,1240,2019-07-02 18:44:58
11,"Papineau-charland",1,"LPa_16-17","16","45,564785","-73,6449433333333","17","45,5564283333333","-73,626345","Papineau:Charland a Barnabe-Larocque","S",17,18,1707,2019-07-02 18:44:58
12,"Papineau-Barnabe-Larocque",1,"LPa_17-16","17","45,5564283333333","-73,626345","16","45,564785","-73,6449433333333","Papineau:Barnabe-Larocque a Charland","N",18,17,1720,2019-07-02 18:45:00
13,"Papineau-Jean-talon",1,"LPa_18-17","18","45,5479416666667","-73,6069","17","45,5564283333333","-73,626345","Papineau:Jean-Talon a Barnabe-Larocque","N",19,18,1784,2019-07-02 18:45:02
14,"Papineau-Jean-talon",1,"LPa_18-19","18","45,5479416666667","-73,6069","19","45,5407733333333","-73,5914716666667","Papineau:Jean-Talon a Rosemont","S",19,20,1442,2019-07-02 18:45:02
15,"Papineau-Rosemont",1,"LPa_19-18","19","45,5407733333333","-73,5914716666667","18","45,5479416666667","-73,6069","Papineau:Rosemont a Jean-Talon","N",20,19,1442,2019-07-02 18:45:00
16,"Saint-Michel-Rosemont",1,"LRo_13-19","13","45,553235","-73,5804083333333","19","45,5407733333333","-73,5914716666667","Rosemont:SaintMichel a Papineau","S",14,20,1518,2019-07-02 18:45:00
17,"Papineau-Rosemont",1,"LRo_19-13","19","45,5407733333333","-73,5914716666667","13","45,553235","-73,5804083333333","Rosemont:Papineau a Saint-Michel","E",20,14,1518,2019-07-02 18:45:00
18,"Sherbrooke-Pie-IX",1,"LSh_01-02","1","45,5538466666667","-73,55452","2","45,5652283333333","-73,5544283333333","Sherbrooke_N01: Pie-IX a Viau","N",3,2,1265,2019-07-02 18:44:47
19,"Sherbrooke-Pie-IX",1,"LSh_01-03","1","45,5538466666667","-73,55452","3","45,5734033333333","-73,54895","Sherbrooke_N11: Pie-IX a Dickson","N",3,4,2258,2019-07-02 18:44:47
20,"Sherbrooke-Viau",1,"LSh_02-01","2","45,5652283333333","-73,5544283333333","1","45,5538466666667","-73,55452","Sherbrooke_S02: Viau a Pie-IX","S",2,3,1265,2019-07-02 18:45:00
21,"Sherbrooke-Viau",1,"LSh_02-03","2","45,5652283333333","-73,5544283333333","3","45,5734033333333","-73,54895","Sherbrooke_N02: Viau a Dickson","N",2,4,1004,2019-07-02 18:45:00
22,"Sherbrooke-Viau",1,"LSh_02-04","2","45,5652283333333","-73,5544283333333","4","45,5827283333333","-73,5425","Sherbrooke_N12: Viau a Langelier","N",2,5,2013,2019-07-02 18:45:00
23,"Sherbrooke-Dickson",1,"LSh_03-02","3","45,5734033333333","-73,54895","2","45,5652283333333","-73,5544283333333","Sherbrooke_S03: Dickson a Viau","S",4,2,1004,2019-06-18 16:41:39
24,"Sherbrooke-Dickson",1,"LSh_03-04","3","45,5734033333333","-73,54895","4","45,5827283333333","-73,5425","Sherbrooke_N03: Dickson a Langelier","N",4,5,1153,2019-06-18 16:41:39
25,"Sherbrooke-Langelier",1,"LSh_04-02","4","45,5827283333333","-73,5425","2","45,5652283333333","-73,5544283333333","Sherbrooke_S14:Langelier a Viau","S",5,2,2013,2019-07-02 18:45:02
26,"Sherbrooke-Langelier",1,"LSh_04-03","4","45,5827283333333","-73,5425","3","45,5734033333333","-73,54895","Sherbrooke_S04: Langelier a Dickson","S",5,4,1153,2019-07-02 18:45:02
27,"Sherbrooke-Langelier",1,"LSh_04-06","4","45,5827283333333","-73,5425","6","45,5941","-73,5364583333333","Sherbrooke_N14: Langelier a Curatteau","N",5,7,1900,2019-07-02 18:45:02
28,"Sherbrooke-Curatteau",1,"LSh_06-03","6","45,5941","-73,5364583333333","3","45,5734033333333","-73,54895","Sherbrooke_S26: Curatteau a Dickson","S",7,4,3056,2018-05-30 13:26:09
29,"Sherbrooke-Curatteau",1,"LSh_06-04","6","45,5941","-73,5364583333333","4","45,5827283333333","-73,5425","Sherbrooke_S16: Curatteau a Langelier","S",7,5,1900,2018-05-30 13:26:09
30,"Sherbrooke-Curatteau",1,"LSh_06-07","6","45,5941","-73,5364583333333","7","45,6009783333333","-73,532395","Sherbrooke_N06: Curatteau a SaintDonat","N",7,8,828,2018-05-30 13:26:09
31,"Sherbrooke-Curatteau",1,"LSh_06-08","6","45,5941","-73,5364583333333","8","45,6112","-73,5267083333333","Sherbrooke_N16: Curatteau a Fletcher","N",7,9,2481,2018-05-30 13:26:09
32,"Sherbrooke-SaintDonat",1,"LSh_07-06","7","45,6009783333333","-73,532395","6","45,5941","-73,5364583333333","Sherbrooke_S07: SaintDonat a Curatteau","S",8,7,828,2019-07-02 18:44:58
33,"Sherbrooke-SaintDonat",1,"LSh_07-08","7","45,6009783333333","-73,532395","8","45,6112","-73,5267083333333","Sherbrooke_N07: Saint-Donat a Fletcher","N",8,9,1219,2019-07-02 18:44:58
34,"Sherbrooke-Fletcher",1,"LSh_08-06","8","45,6112","-73,5267083333333","6","45,5941","-73,5364583333333","Sherbrooke_S18: Fletcher a Curatteau","S",9,7,2481,2019-07-02 18:44:57
35,"Sherbrooke-Fletcher",1,"LSh_08-07","8","45,6112","-73,5267083333333","7","45,6009783333333","-73,532395","Sherbrooke_S08: Fletcher a Saint-Donat","S",9,8,1219,2019-07-02 18:44:57
36,"Papineau-Barnabe-Larocque",1,"LPa_17-18","17","45,5564283333333","-73,626345","18","45,5479416666667","-73,6069","Papineau:Barnabe-Larocque a Jean-Talon","E",18,19,1784,2019-07-02 18:45:00
37,"Saint-Michel-Henri-Bourassa",0,"LSM_09-10","9","45,583867","-73,650314","10","45,5760283333333","-73,6364616666667","Saint-Michel:Henri-Bourassa a Industriel","S",10,11,1397,
38,"Saint-Michel-Industriel",1,"LSM_10-09","10","45,5760283333333","-73,6364616666667","9","45,583898","-73,650463","Saint-Michel:Industriel a Henri-Bourassa","N",11,10,1397,2019-07-02 18:44:59
39,"Saint-Michel-Industriel",1,"LSM_10-11","10","45,5760283333333","-73,6364616666667","11","45,5639066666667","-73,6096133333333","Saint-Michel:Industriel a Jarry","S",11,12,2487,2019-07-02 18:44:59
40,"Saint-Michel-Jarry",1,"LSM_11-10","11","45,5639066666667","-73,6096133333333","10","45,5760283333333","-73,6364616666667","Saint-Michel:Jarry a Industriel","N",12,11,2487,2019-07-02 18:44:58
41,"Saint-Michel-Jarry",1,"LSM_11-12","11","45,5639066666667","-73,6096133333333","12","45,5588366666667","-73,5981883333333","Saint-Michel:Jarry a Jean-Talon","S",12,13,1053,2019-07-02 18:44:58
42,"Saint-Michel-Jean-Talon",1,"LSM_12-11","12","45,5588366666667","-73,5981883333333","11","45,5639066666667","-73,6096133333333","Saint-Michel:Jean-Talon a Jarry","N",13,12,1053,2019-07-02 18:45:00
43,"Saint-Michel-Jean-Talon",1,"LSM_12-13","12","45,5588366666667","-73,5981883333333","13","45,553235","-73,5804083333333","Saint-Michel:Jean-Talon a Rosemount","E",13,14,1518,2019-07-02 18:45:00
44,"Saint-Michel-Rosemont",1,"LSM_13-12","13","45,553235","-73,5804083333333","12","45,5588366666667","-73,5981883333333","Saint-Michel:Rosemount a Jean-Talon","W",14,13,1518,2019-07-02 18:45:00
45,"Saint-Michel-Rosemont",1,"LSM_13-14","13","45,553235","-73,5804083333333","14","45,5471383333333","-73,5596483333333","Saint-Michel:Rosemount a Rachel","N",14,15,1753,2019-07-02 18:45:00
46,"Saint-Michel-Rachel",1,"LSM_14-13","14","45,5471383333333","-73,5596483333333","13","45,553235","-73,5804083333333","Saint-Michel:Rachel a Rosemont","S",15,14,1753,2019-07-02 18:44:57
47,"Sherbrooke-Dickson",1,"LSh_03-05","3","45,5734033333333","-73,54895","5","45,5907783333333","-73,538455","Sherbrooke_N13: Dickson - PlaceVersailles","N",4,6,2098,2019-06-18 16:41:39
48,"Sherbrooke-Dickson",1,"LSh_03-01","3","45,5734033333333","-73,54895","1","45,5538466666667","-73,55452","Sherbrooke_S13: Dickson a Pie-IX","S",4,3,2217,2019-06-18 16:41:39
53,"Sherbrooke-PlaceVersailles",1,"LSh_05-07","5","45,5907783333333","-73,538455","7","45,6009783333333","-73,532395","Sherbrooke_N15: PlaceVersailles a SaintDonat","N",6,8,1229,2019-07-02 18:45:00
54,"Sherbrooke-PlaceVersailles",1,"LSh_05-03","5","45,5907783333333","-73,538455","3","45,5734033333333","-73,54895","Sherbrooke_S15: PlaceVersailles a Dickson","S",6,4,2098,2019-07-02 18:45:00
55,"Sherbrooke-Langelier",1,"LSh_04-05","4","45,5827283333333","-73,5425","5","45,5907783333333","-73,538455","Sherbrooke_N04: Langelier a Place Versaille","N",5,6,949,2019-07-02 18:45:02
56,"Sherbrooke-PlaceVersailles",1,"LSh_05-06","5","45,5907783333333","-73,538455","6","45,5941","-73,5364583333333","Sherbrooke_N05: Place Versaille a Curatteau","N",6,7,401,2019-07-02 18:45:00
57,"Sherbrooke-Curatteau",1,"LSh_06-05","6","45,5941","-73,5364583333333","5","45,5907783333333","-73,538455","Sherbrooke_S06: Curatteau a Place Versaille","S",7,6,401,2018-05-30 13:26:09
58,"Sherbrooke-PlaceVersailles",1,"LSh_05-04","5","45,5907783333333","-73,538455","4","45,5827283333333","-73,5425","Sherbrooke_S05: Place Versaille a Langelier","S",6,5,949,2019-07-02 18:45:00
64,"Sherbrooke-SaintDonat",1,"LSh_07-05","7","45,6009783333333","-73,532395","5","45,5907783333333","-73,538455","Sherbrooke_S17: SaintDonat a PlaceVersailles","S",8,6,1229,2019-07-02 18:44:58
65,"Futaille-Notre-Dame",1,"LND_52-54","52","45,5808883333333","-73,5119433333333","54","45,58461","-73,508695","NotreDame E NB:Futaille-Boucherville","N",62,34,484,2019-07-02 18:45:00
66,"Futaille-Notre-Dame",1,"LND_52-55","52","45,5808883333333","-73,5119433333333","55","45,58586","-73,5080833333333","NotreDame E NB:Futaille-Curatteau","E",62,33,629,2019-07-02 18:45:00
67,"Notre-Dame-Boucherville",1,"LND_54-52","54","45,58461","-73,508695","52","45,5808883333333","-73,5119433333333","NotreDame E SB:Boucherville-Futaille","S",34,62,484,2019-07-02 18:45:00
68,"Notre-Dame-Boucherville",1,"LND_54-55","54","45,58461","-73,508695","55","45,58586","-73,5080833333333","NotrEDame E N:Boucherville-Curatteau","N",34,33,147,2019-07-02 18:45:00
69,"Notre-Dame-Curatteau",1,"LND_55-52","55","45,58586","-73,5080833333333","52","45,5808883333333","-73,5119433333333","Notr-Dame E SB:Curatteau-Futaille","O",33,62,629,2019-07-02 18:45:01
70,"Notre-Dame-Curatteau",1,"LND_55-54","55","45,58586","-73,5080833333333","54","45,58461","-73,508695","Notr-Dame E:W:Curatteau-Boucherville","S",33,34,147,2019-07-02 18:45:01
71,"Notre-Dame-Boucherville",1,"LND_54-49","54","45,58461","-73,508695","49","45,5891933333333","-73,5204433333333","Curatteau WB:NotreDameE-Tellier","W",34,61,1046,2019-07-02 18:45:00
72,"Futailles-Tellier",1,"LND_53-54","53","45,5843333333333","-73,522055","54","45,58461","-73,508695","Tellier-Boucherville EB:Futailles-Notre Dame E","E",63,34,1039,2019-07-02 18:44:59
73,"Notre-Dame-Boucherville",1,"LND_54-57","54","45,58461","-73,508695","57","45,5829166666667","-73,5085583333333","NotreDame-Port SB:Boucherville-OCR_Port","S",34,36,148,2019-07-02 18:45:00
74,"Notre-Dame-OCR-Port-Montreal",1,"LND_57-54","57","45,5829166666667","-73,5085583333333","54","45,58461","-73,508695","NotreDame-Port NB:OCR_Port-Boucherville","N",36,34,188,2019-07-02 18:45:01
75,"Futaille-Notre-Dame",1,"LND_52-53","52","45,5808883333333","-73,5119433333333","53","45,5843333333333","-73,522055","Futaille NB:Notre-Dame-Tellier","N",62,63,875,2019-07-02 18:45:00
76,"Curatteau-Tellier",1,"LND_49-54","49","45,5891933333333","-73,5204433333333","54","45,58461","-73,508695","Boucherville SB: Tellier-Notre-Dame","S",61,34,1046,2019-07-02 18:44:59
77,"René-Lévesque-Guy *",0,"LRL_64-63","64","45,493805","-73,5750266666667","63","45,5019166666667","-73,56736","Rene-Levesque: Guy - Robert-Bourassa","E",69,68,1083,
78,"René-Lévesque-Robert-Bourassa",1,"LRL_63-64","63","45,5019166666667","-73,56736","64","45,493805","-73,5750266666667","Rene-Levesque: Robert-Bourassa -Guy","O",68,69,1083,2019-07-02 18:45:01
79,"Saint-Denis-Sherbrooke",1,"LSD_30-31","30","45,517","-73,567445","31","45,52625","-73,5878883333333","Saint-Denis: Sherbrooke a Saint-Joseph","N",43,44,1896,2019-07-02 18:44:57
80,"Saint-Denis-Saint-Joseph",1,"LSD_31-30","31","45,52625","-73,5878883333333","30","45,517","-73,567445","Saint-Denis: Saint-Joseph a Sherbrooke","S",44,43,1896,2019-07-02 18:44:57
81,"René-Lévesque-Robert-Bourassa",1,"LRL_63-26","63","45,5019166666667","-73,56736","26","45,50525","-73,5646933333333","Rene-Levesque: Robert-Bourassa a Bleury","E",68,37,425,2019-07-02 18:45:01
82,"Rene-Levesque-Bleury",1,"LRL_26-63","26","45,50525","-73,5646933333333","63","45,5019166666667","-73,56736","Rene-Levesque: Bleury a Robert-Bourassa","O",37,68,425,2019-07-02 18:44:58
83,"Rene-Levesque-Bleury",1,"LRL_26-29","26","45,50525","-73,5646933333333","29","45,5127216666667","-73,5582216666667","Rene-Levesque: Bleury a Saint-Denis","E",37,42,972,2019-07-02 18:44:58
84,"Saint-Denis-Rene-Levesque",1,"LRL_29-26","29","45,5127216666667","-73,5582216666667","26","45,50525","-73,5646933333333","Rene-Levesque: Saint-Denis a Bleury","O",42,37,972,2019-07-02 18:45:01
85,"Saint-Denis-Rene-Levesque",1,"LRL_29-37","29","45,5127216666667","-73,5582216666667","37","45,5214166666667","-73,549805","Réne-Lévesque: Saint-Denis a Papineau","E",42,49,1168,2019-07-02 18:45:01
86,"Papineau-René-Lévesque",1,"LRL_37-29","37","45,5214166666667","-73,549805","29","45,5127216666667","-73,5582216666667","Réne-Lévesque: Papineau a Saint-Denis","O",49,42,1168,2019-07-02 18:44:59
87,"Sherbrooke-Parc-Bleury",1,"LBl_24-26","24","45,5083616666667","-73,5712783333333","26","45,50525","-73,5646933333333","Bleury: Sherbrooke a Réné-Lévesque","S",38,37,619,2018-09-26 06:07:02
88,"Sherbrooke-Parc-Bleury",1,"LPr_24-27","24","45,5083616666667","-73,5712783333333","27","45,5190283333333","-73,5943883333333","Parc: Sherbrooke a Saint-Joseph","N",38,39,2156,2018-09-26 06:07:02
89,"Parc-Saint-Joseph",1,"LPr_27-24","27","45,5190283333333","-73,5943883333333","24","45,5083616666667","-73,5712783333333","Parc: Saint-Joseph a Sherbrooke","S",39,38,2156,2019-07-02 18:44:57
90,"Parc-Saint-Joseph",1,"LPr_27-28","27","45,5190283333333","-73,5943883333333","28","45,52575","-73,6101666666667","Parc: Saint-Joseph a Van Horne","N",39,40,1439,2019-07-02 18:44:57
91,"Parc-Rosemont-Van Horne",1,"LPr_28-27","28","45,52575","-73,6101666666667","27","45,5190283333333","-73,5943883333333","Parc: Van Horne a Saint-Joseph","S",40,39,1439,2019-07-02 18:44:59
92,"Parc-Rosemont-Van Horne",1,"LPr_28-25","28","45,52575","-73,6101666666667","25","45,5302216666667","-73,6223333333333","Parc: Van Horne a Jean-Talon","N",40,41,1070,2019-07-02 18:44:59
93,"Parc-Jean-Talon",1,"LPr_25-28","25","45,5302216666667","-73,6223333333333","28","45,52575","-73,6101666666667","Parc: Jean-Talon a Van Horne","S",41,40,1070,2019-07-02 18:45:02
94,"Sherbrooke-Parc-Bleury",1,"LSh_24-30","24","45,5083616666667","-73,5712783333333","30","45,517","-73,567445","Sherbrooke: Parc-Bleury a Saint-Denis","E",38,43,1006,2018-09-26 06:07:02
95,"Saint-Denis-Sherbrooke",1,"LSh_30-24","30","45,517","-73,567445","24","45,5083616666667","-73,5712783333333","Sherbrooke: Saint-Denis a Parc-Bleury","O",43,38,1006,2019-07-02 18:44:57
96,"Saint-Denis-Sherbrooke",1,"LSh_30-38","30","45,517","-73,567445","38","45,528","-73,5639166666667","Sherbrooke: Saint-Denis a Papineau","E",43,51,1254,2019-07-02 18:44:57
97,"Papineau-Sherbrooke *",0,"LSh_38-30","38","45,528","-73,5639166666667","30","45,517","-73,567445","Sherbrooke: Papineau a St-Denis","O",51,43,1254,
98,"Papineau-Sherbrooke *",0,"LSh_38-40","38","45,528","-73,5639166666667","40","45,53075","-73,563055","Sherbrooke: Papineau a Lorimier","E",51,53,313,
99,"Lorimier-Sherbrooke",1,"LSh_40-38","40","45,53075","-73,563055","38","45,528","-73,5639166666667","Sherbrooke: Lorimier a Papineau","O",53,51,313,2019-07-02 18:44:57
100,"Lorimier-Sherbrooke",1,"LSh_40-01","40","45,53075","-73,563055","1","45,5538466666667","-73,55452","Sherbrooke: Lorimier a Pie-IX","E",53,3,2653,2019-07-02 18:44:57
101,"Sherbrooke-Pie-IX",1,"LSh_01-40","1","45,5538466666667","-73,55452","40","45,53075","-73,563055","Sherbrook: Pie-IX a Lorimier","O",3,53,2653,2019-07-02 18:44:47
102,"Sherbrooke-Pie-IX",1,"LPi_01-48","1","45,5538466666667","-73,55452","48","45,5484716666667","-73,5355","Pie-IX: Sherbrooke a Saint-Catherine","S",3,60,1597,2019-07-02 18:44:47
103,"Pie-IX-Ste-Catherine",1,"LPi_48-01","48","45,5484716666667","-73,5355","1","45,5538466666667","-73,55452","Pie-IX: Saint-Catherine a Sherbrooke","N",60,3,1597,2019-07-02 18:44:57
104,"Saint-Denis-Saint-Joseph",1,"LSD_31-32","31","45,52625","-73,5878883333333","32","45,531055","-73,5984716666667","Saint-Denis: Saint-Joseph a Rosemont","N",44,45,982,2019-07-02 18:44:57
105,"St-Denis-Rosemont-Van Horne",1,"LSD_32-31","32","45,531055","-73,5984716666667","31","45,52625","-73,5878883333333","Saint-Denis: Rosemont a Saint-Joseph","S",45,44,982,2019-07-02 18:44:59
106,"St-Denis-Rosemont-Van Horne",1,"LSD_32-33","32","45,531055","-73,5984716666667","33","45,5382766666667","-73,6144433333333","Saint-Denis: Rosemont a Jean-Talon","N",45,46,1480,2019-07-02 18:44:59
107,"St-Denis-Jean-Talon",1,"LSD_33-32","33","45,5382766666667","-73,6144433333333","32","45,531055","-73,5984716666667","Saint-Denis: Jean-Talon a Rosemont","S",46,45,1480,2019-07-02 18:45:02
108,"St-Denis-Jean-Talon",1,"LSD_33-61","33","45,5382766666667","-73,6144433333333","61","45,545277","-73,638583","Saint-Denis: Jean-Talon a Crémazie Sud","N",46,66,2035,2019-07-02 18:45:02
109,"Saint-Denis-Crémazie Sud *",0,"LSD_61-33","61","45,545277","-73,638583","33","45,5382766666667","-73,6144433333333","Saint-Denis: Crémazie Sud a Jean-Talon","S",66,46,2035,
110,"Acadie-Jean-Talon *",0,"LJT_58-25","58","45,52425","-73,625888","25","45,5302216666667","-73,6223333333333","Jean Talon: Acadie a Parc","E",35,41,719,2015-09-03 20:27:22
111,"Parc-Jean-Talon",1,"LJT_25-58","25","45,5302216666667","-73,6223333333333","58","45,52425","-73,625888","Jean Talon: Parc a Acadie","O",41,35,719,2019-07-02 18:45:02
112,"Acadie-Jean-Talon *",0,"LAc_58-59","58","45,52425","-73,625888","59","45,5305","-73,647527","Acadie: Jean Talon a Crémazie Sud","N",35,64,1823,2015-09-03 20:27:22
113,"Acadie-Crémazie Sud *",0,"LAc_59-58","59","45,5305","-73,647527","58","45,52425","-73,625888","Acadie: Crémazie Sud a Jean Talon","S",64,35,1823,
114,"Acadie-Crémazie Sud *",0,"LAc_59-60","59","45,5305","-73,647527","60","45,53125","-73,649833","Acadie: Crémazie Sud a Crémazie Nord","N",64,65,198,
115,"Acadie-Crémazie Nord *",0,"LAc_60-59","60","45,53125","-73,649833","59","45,5305","-73,647527","Acadie: Crémazie Nord a Crémazie Sud","S",65,64,198,
116,"Acadie-Crémazie Nord *",0,"LAc_60-21","60","45,53125","-73,649833","21","45,5349866666667","-73,6807116666667","Acadie: Crémazie Nord a Henri-Bourassa","N",65,22,2441,
117,"Henri-Bourassa-Acadie",1,"LAc_21-60","21","45,5349866666667","-73,6807116666667","60","45,53125","-73,649833","Acadie: Henri-Bourassa a Crémazie Nord","S",22,65,2441,2019-07-02 18:45:02
119,"Parc-Saint-Joseph",1,"LSJ_27-31","27","45,5190283333333","-73,5943883333333","31","45,52625","-73,5878883333333","Saint-Joseph: Parc a Saint-Denis","E",39,44,949,2019-07-02 18:44:57
120,"Saint-Denis-Saint-Joseph",1,"LSJ_31-27","31","45,52625","-73,5878883333333","27","45,5190283333333","-73,5943883333333","Saint-Joseph: Saint-Denis a Parc","O",44,39,949,2019-07-02 18:44:57
